Meeting date,Meeting Details URL,Agenda URL,Minutes URL,Transcript URL
9/9/25,https://sfgov.legistar.com/MeetingDetail.aspx?ID=1336424&GUID=7D3E7A1B-37E4-4344-B337-52C35EBC09A4&Options=info|&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=1336424&GUID=7D3E7A1B-37E4-4344-B337-52C35EBC09A4,https://sfgov.legistar.com/View.ashx?M=M&ID=1336424&GUID=7D3E7A1B-37E4-4344-B337-52C35EBC09A4,https://sfgov.legistar.com/Transcript.aspx?ID1=50687
9/2/25,https://sfgov.legistar.com/MeetingDetail.aspx?ID=1335420&GUID=D5DAFD48-2CA5-4107-A064-0CB83132F740&Options=info|&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=1335420&GUID=D5DAFD48-2CA5-4107-A064-0CB83132F740,https://sfgov.legistar.com/View.ashx?M=M&ID=1335420&GUID=D5DAFD48-2CA5-4107-A064-0CB83132F740,https://sfgov.legistar.com/Transcript.aspx?ID1=50646
7/29/25,https://sfgov.legistar.com/MeetingDetail.aspx?ID=1328586&GUID=1E8EF2A3-A705-49E4-8988-514FB3332D52&Options=info|&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=1328586&GUID=1E8EF2A3-A705-49E4-8988-514FB3332D52,https://sfgov.legistar.com/View.ashx?M=M&ID=1328586&GUID=1E8EF2A3-A705-49E4-8988-514FB3332D52,https://sfgov.legistar.com/Transcript.aspx?ID1=50523
7/22/25,https://sfgov.legistar.com/MeetingDetail.aspx?ID=1327849&GUID=34872B02-D6B1-4954-B06E-21C883EFF4A2&Options=info|&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=1327849&GUID=34872B02-D6B1-4954-B06E-21C883EFF4A2,https://sfgov.legistar.com/View.ashx?M=M&ID=1327849&GUID=34872B02-D6B1-4954-B06E-21C883EFF4A2,https://sfgov.legistar.com/Transcript.aspx?ID1=50483
7/15/25,https://sfgov.legistar.com/MeetingDetail.aspx?ID=1325498&GUID=BACCE679-0EE6-4430-B77D-716E9F4ACE61&Options=info|&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=1325498&GUID=BACCE679-0EE6-4430-B77D-716E9F4ACE61,https://sfgov.legistar.com/View.ashx?M=M&ID=1325498&GUID=BACCE679-0EE6-4430-B77D-716E9F4ACE61,https://sfgov.legistar.com/Transcript.aspx?ID1=50412
